Original Question,Context,Rewritten Queries with Scores
Are Fabián Bielinsky and Nelson Pereira dos Santos both directors?,"(Kirill Zhandarov): svetozarova ""Three colors of love"", playing Sam's (Sergey Samohvalova). The first success came in 2007 when he starred in the debut work of Director Anna GRES ""Milkmaid of hatsapetovki"". In the series he played a major role - Dima Bulychev. In the movie he sang the song, music and words which he wrote. Next was work in the film ""And still I love..."", ""Hope as evidence of life"", ""Night visitors"",; (Dan Ouellette): that the ""US which is so puritanical, our bodies are usually a great source of anxiety and fear"". As a production designer, he has designed over fifteen independent feature films in the past decade as well as numerous commercials and music videos. He is best known as the director for the music videos ""Blue"" and ""Looking Glass"" by The Birthday Massacre, receiving over 4 million combined views on; (Michelangelo Sosnowitz): and the Deborah Kampmeier film Split. His original ballet 'Petrouchka' won Best Choreography at NYMF 2010. He wrote the opening theme music to The History Channel show Battles BC and original theme music for ENTV, Deadline Hollywood BlackTreeMedia and other PMC programming. He also wrote the score and theme music to the Colin Quinn Web series COP SHOW. Original Off-Broadway musicals include Crazy; (Kirill Zhandarov): Pinigin) - Lad; 2008 - ""uncle's dream"" (Dostoevsky, dir. T. N. Chkheidze) - Mozglyakov; 2010 - ""School of taxpayers"" (p. Bernal, J. Burr; dir. N. N. Pinigin) - Raymond Giroux. While working in Moscow appeared the advertisement of chewing gum Stimorol - smile Cyril was broadcast across the country. In the movie debuted in 2003 in the series of Director Dmitry svetozarova ""Three colors of love"",; (Julien Nitzberg): Julien Nitzberg (born 1965) is a US screenwriter, stage writer, lyricist, theater director and film director, best known in the film world as the director of the documentary ""The Wild and Wonderful Whites of West Virginia"". In the theater world, Nitzberg is best known for his controversial musical ""The Beastly Bombing or A Terrible Tale of Terrorists Tamed by the Tangles of True Love"". Nitzberg","[('1. What are the professions of Fabián Bielinsky and Nelson Pereira dos Santos, and do they share a common occupation, specifically as film directors?', 0), ('2. Can it be confirmed that both Fabián Bielinsky and Nelson Pereira dos Santos have worked as directors in the film industry, possibly contributing to notable cinematic productions?', 0), ('3. Are Fabián Bielinsky, known for his work in Argentine cinema, and Nelson Pereira dos Santos, recognized for his contributions to Brazilian cinema, both credited as directors of significant films or projects?', 1), (""4. Do the career paths of Fabián Bielinsky and Nelson Pereira dos Santos intersect in their roles as film directors, potentially influencing each other's work or the broader cinematic landscape in their respective countries?"", 0), ('5. Is there evidence to suggest that Fabián Bielinsky and Nelson Pereira dos Santos have both been involved in directing films, television shows, or other visual content, thereby earning them recognition as directors within their professional communities?', 0)]"
"What, known as AAS, is commonly used in bodybuilding?","(Sleeping Beauties): and was later distributed on a DVD collection of short films by production company POWER UP. Babbit won a Channel 4 award for the film.; (Michael Roarty): were made for Michelob."" He also oversaw the creation of the Bud Light ad campaign featuring Spuds McKenzie during the late 1980s.; (Julian Shaw): of several short films including ""Clearing the Air"". He is the director of the 2011 feature documentary ""Cup of Dreams"", about New Zealand’s national Rugby Union team the All Blacks. Shaw also gained worldwide fame in 2011 after starring in an Australian marriage equality advertisement entitled It's Time that has reached millions of people.; (Joey Graceffa): which he no longer uses, called WinterSpringPro, has 60 million views (as of August 2017). He was a contestant on 22nd and 24th seasons of ""The Amazing Race"" and has appeared in short films (as web films) and short web television series on YouTube and its subscription-only service YouTube Red.; (American Humane Association): became the sole monitoring body for the humane treatment of animals on the sets of Hollywood films and other broadcast productions. American Humane is best known for its trademarked certification ""No Animals Were Harmed"", which appears at the end of film or television credits. It has also run the Red Star Animal Emergency Services since 1916. In 2000, American Humane formed the Farm Animal","[('1. What substance, referred to as AAS, is frequently utilized by individuals engaged in bodybuilding activities to enhance their physical performance and appearance?', 3), (""2. In the context of bodybuilding, what is the common term for AAS, and how does it contribute to the sport's culture and practices among its participants?"", 0), ('3. What are AAS, and why are they a popular choice among bodybuilders seeking to improve their muscle mass, strength, and overall physique through supplemental means?', 0), ('4. How do AAS, commonly used in bodybuilding, impact the physiological development of athletes, and what are the underlying reasons for their widespread adoption within this specific community?', 1), ('5. What role do AAS play in the bodybuilding world, considering their effects on muscle growth, athletic performance, and the potential risks associated with their use, which has led to their notoriety and controversy within the sport?', 1)]"
"What baseball team, part of the ten-school collegiate athletic conference headquartered in Irving, Texas, was coached by Randy Mazey in 2016?","(Randy Mazey): Randy Mazey (born May 23, 1966, in Johnstown, Pennsylvania) is an American college baseball coach, head coach of the NCAA Division I Big 12 Conference's West Virginia Mountaineers since prior to the 2013 season. Mazey attended Clemson University, where he played baseball for the Tigers from 1985–1988. Following a brief professional playing career, Mazey began his coaching career in 1990 as an; (2016 West Virginia Mountaineers baseball team): The 2016 West Virginia Mountaineers baseball team represents West Virginia University during the 2016 NCAA Division I baseball season. The Mountaineers play their home games at Monongalia County Ballpark as a member of the Big 12 Conference. They are led by head coach Randy Mazey, in his 4th season at West Virginia.; (2016 Texas Tech Red Raiders baseball team): The 2016 Texas Tech Red Raiders baseball team represents Texas Tech University during the 2016 NCAA Division I baseball season. The Red Raiders play their home games at Dan Law Field at Rip Griffin Park as a member of the Big 12 Conference. They are led by head coach Tim Tadlock, in his 4th season at Texas Tech.; (West Virginia Mountaineers baseball): of Granville. Randy Mazey has been the team's head coach since prior to the 2013 season. As of the end of the 2015 season, the program has appeared in 11 NCAA Tournaments. It has won five conference tournament championships and 15 regular season conference and division titles.; (West Virginia Mountaineers baseball): The West Virginia Mountaineers baseball team is the varsity intercollegiate baseball program of West Virginia University, located in Morgantown, West Virginia, United States. The program has been a member of the NCAA Division I Big 12 Conference since the start of the 2013 season. The program currently plays at Monongalia County Ballpark in the adjacent city of Granville. Randy Mazey has been the","[('1. Which college baseball team, affiliated with a ten-school collegiate athletic conference based in Irving, Texas, had Randy Mazey as its head coach during the 2016 season?', 4), ('2. In the collegiate athletic conference headquartered in Irving, Texas, comprising ten schools, which baseball team was led by Coach Randy Mazey in 2016, and what were some of the notable achievements or challenges faced by the team under his guidance?', 3), (""3. What is the name of the college baseball team that participates in a ten-school collegiate athletic conference with its main office located in Irving, Texas, and who was at the helm as the team's coach during the 2016 season, specifically Randy Mazey, and what impact did he have on the team's performance?"", 3), (""4. Among the member schools of the collegiate athletic conference based in Irving, Texas, which one had a baseball team coached by Randy Mazey in 2016, and are there any distinctive aspects or accomplishments of this team that are worth noting during that particular season under Coach Mazey's leadership?"", 3), (""5. As part of a ten-school collegiate athletic conference with headquarters in Irving, Texas, which specific college or university's baseball program was under the direction of Randy Mazey as its head coach in 2016, and how did his coaching influence the team's strategy, player development, and overall success during that year?"", 3)]"
What year did The Chronicle of Philanthropy's publishing overlap with Antic?,"(The Chronicle of Philanthropy): The Chronicle of Philanthropy is a magazine that covers the nonprofit world. Based in Washington, DC, it is aimed at charity leaders, foundation executives, fund raisers, and other people involved in philanthropy. The Chronicle of Philanthropy publishes 12 issues a year while updating its Web site daily. It was founded in 1988 by editor Phil Semas and then managing editor Stacy Palmer. It is owned; (Almanac of American Philanthropy): The Almanac of American Philanthropy is a reference book published by the nonprofit Philanthropy Roundtable in 2016 to capture the history, purpose, effects, and modern direction of private philanthropy in the United States. Philanthropy in the U.S. is a major part of the economy with $360 billion given every year and 8 billion hours of time volunteered. Philanthropy is a major cultural force in; (Children of Crisis): """") the 1973 Pulitzer Prize for General Non-Fiction.; (The Humane Society of the United States): or abilities of local organizations. In 2013, the ""Chronicle of Philanthropy"" identified HSUS as the 136th largest charity in the United States in its Philanthropy 400 listing.; (The Chronicle of Philanthropy): editor Stacy Palmer. It is owned by The Chronicle of Higher Education Inc., which also publishes ""The Chronicle of Higher Education"", a weekly newspaper covering colleges and universities.","[('1. In what year did the publication timeline of The Chronicle of Philanthropy coincide with that of Antic, marking the beginning of their overlapping publishing period?', 0), ('2. How many years did The Chronicle of Philanthropy and Antic have overlapping publication schedules, and what was the starting year of this overlap?', 0), (""3. What is the specific year when The Chronicle of Philanthropy's publishing cycle began to overlap with the publication schedule of Antic, potentially indicating a shared era in their respective industries?"", 0), ('4. During which calendar year did the editorial calendars of The Chronicle of Philanthropy and Antic first intersect, signifying the onset of a period where both publications were actively releasing content simultaneously?', 0), ('5. At what point in time, specified by year, did the publishing activities of The Chronicle of Philanthropy and Antic start to coincide, reflecting a potential convergence of interests or trends within their common publication timeframe?', 0)]"
Which publisher released the prequel to the 2012 novel Boneland in 1960?,"(Diary of a Wimpy Kid: The Getaway): Diary of a Wimpy Kid: The Getaway is the twelfth book in the ""Diary of a Wimpy Kid"" series by Jeff Kinney. The book was unveiled during the 2017 Diary of a Wimpy Kid Virtually Live Event which was live streamed via YouTube as part of the 10th anniversary of the first book. The book is due to be published on November 7, 2017.; (Anne of Ingleside): were actually published years earlier. As well, the short story collection ""The Blythes Are Quoted"", written in 1941/42, but not published until 2009, concludes the Anne chronology.); (Anne of Ingleside): were actually published years earlier. As well, the short story collection ""The Blythes Are Quoted"", written in 1941/42, but not published until 2009, concludes the Anne chronology.); (Shadows in Flight): was released on November 28, 2011. The hardcover version was released on January 17, 2012, and the paperback was released on January 29, 2013. It was nominated for the Goodreads Choice Award for science fiction.; (Fifty Shades Darker): in 2011 and 2012. The novel is published by Vintage Books and reached No. 1 on the ""USA Today"" best seller list.","[('1. What publishing company was responsible for releasing the prequel to the 2012 novel Boneland, which originally came out in 1960?', 0), ('2. In what year did a specific publisher release a novel that would later be considered a prequel to the 2012 book Boneland, and who was that publisher?', 0), ('3. Which publishing house released a book in 1960 that would eventually become known as the prequel to the novel Boneland, published in 2012?', 0), ('4. Can you identify the publisher that initially released the precursor to the 2012 novel Boneland, a book that was first published over five decades earlier, in 1960?', 0), (""5. What was the name of the publishing company that brought out the prequel to Alan Garner's 2012 novel Boneland, a book that originally appeared in print in 1960?"", 0)]"
What is the long name of the Government of Ireland Act 1920 that relates to Islam in Northern Ireland?,"(Islam in Northern Ireland): Islam in Northern Ireland details Islam in Northern Ireland since its creation as a separate country within the United Kingdom on 3 May 1921, under the Government of Ireland Act 1920.; (Craigavon ministry): The Parliament of Northern Ireland was the home rule legislature created under the Government of Ireland Act 1920, which existed from 7 June 1921 to 30 March 1972, when it was suspended. It was subsequently abolished under the Northern Ireland Constitution Act 1973.; (Faulkner ministry): The Parliament of Northern Ireland was the home rule legislature created under the Government of Ireland Act 1920, which existed from 7 June 1921 to 30 March 1972, when it was suspended. It was subsequently abolished under the Northern Ireland Constitution Act 1973.; (Parliament of Northern Ireland): The Parliament of Northern Ireland was the Home Rule legislature of Northern Ireland, created under the Government of Ireland Act 1920, which sat from June 7, 1921 to March 30, 1972, when it was suspended with the introduction of Direct Rule. It was subsequently abolished under the Northern Ireland Constitution Act 1973.; (Council of Ireland): The Council of Ireland (Irish: ""Comhairle na hÉireann"" ) was a statutory body established under the Government of Ireland Act 1920 as an all-Ireland law-making authority with limited jurisdiction, initially over both Northern Ireland and Southern Ireland, and later solely over Northern Ireland. It had 41 members: 13 members of each of the Houses of Commons of Southern Ireland and of Northern","[('1. What is the full title of the Government of Ireland Act 1920, and how does it pertain to Islamic affairs or Muslim communities within Northern Ireland?', 1), ('2. Can you provide the extended name of the legislation known as the Government of Ireland Act 1920, specifically focusing on its relevance or implications for the Islamic community in Northern Ireland?', 1), ('3. What is the official long name of the Government of Ireland Act 1920 that addresses or has bearings on Islamic practices, rights, or institutions within the context of Northern Ireland?', 1), ('4. How does the formal, lengthy title of the Government of Ireland Act 1920 relate to the regulation, recognition, or accommodation of Islam and its adherents in Northern Ireland, if at all?', 1), ('5. What is the complete and formal designation of the Government of Ireland Act 1920 that touches upon issues concerning Muslims, Islamic organizations, or religious freedoms as they apply to Northern Ireland?', 1)]"
The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,"(Southaven, Mississippi): from the fact that Southaven is located south of Whitehaven, a neighborhood in Memphis.; (Southaven, Mississippi): Southaven is a city in DeSoto County, Mississippi, United States. It is a suburb of Memphis, Tennessee, and a principal city in the Memphis metropolitan area. The 2010 census reported a population of 48,982, making Southaven the third largest city in Mississippi. Southaven is traversed from north to south by the I-55/I-69 freeway. The city's name derives from the fact that Southaven is located; (West Memphis, Arkansas): West Memphis is the largest city in Crittenden County, Arkansas, United States. The population was 26,245 at the 2010 census, ranking it as the state's 18th largest city, behind Bella Vista. It is part of the Memphis metropolitan area, and is located directly across the Mississippi River from Memphis.; (Memphis metropolitan area): to the Memphis area in 2012 to form the Memphis-Forrest City Combined Statistical area and had a population of 1,369,548 according to census estimates. The greater Mid-South area as a whole has a population of 2.4 million according to 2013 census estimates. This area is covered by Memphis local news channels and includes the Missouri Bootheel, Northeast Arkansas, West Tennessee, and North; (Olive Branch, Mississippi): Olive Branch is a city in DeSoto County, Mississippi, United States. The population was 33,484 at the 2010 census, up from 21,054 in 2000. Olive Branch is a suburb of Memphis, Tennessee, and is part of the Memphis Metropolitan Statistical Area, a region that consists of three counties in southwest Tennessee, five counties in northwest Mississippi, and two counties in eastern Arkansas. From 1990 to","[('1. What was the population of the city, whose suburb is home to the Memphis Hustle, according to the 2010 census?', 4), ('2. In the 2010 census, what was the recorded population of the metropolitan area that includes the suburb where the Memphis Hustle basketball team is based?', 0), ('3. The Memphis Hustle are situated in a suburb of a city; what were the total number of inhabitants in this city as reported in the 2010 population census?', 0), (""4. As of 2010, what was the approximate population of the urban center that encompasses the suburban location of the Memphis Hustle's home base?"", 0), ('5. According to the demographic data from 2010, what is the population figure for the city, in whose suburb the Memphis Hustle team has its operational base?', 3)]"
Panic! at the Disco released their 5th studio album on what date?,"(Panic! at the Disco): demos while its members were in high school. Shortly after, the band recorded and released its debut studio album, ""A Fever You Can't Sweat Out"" (2005). Popularized by the second single, ""I Write Sins Not Tragedies"", the album was certified double platinum in the US. In 2006, founding bassist Brent Wilson was fired from the band during an extensive world tour and subsequently replaced by Jon; (Panic! at the Disco): Panic! at the Disco is an American rock band from Las Vegas, Nevada, formed in 2004 and featuring the current lineup of vocalist Brendon Urie, accompanied on tour by bassist Dallon Weekes, guitarist Kenneth Harris and drummer Dan Pawlovich. Founded by childhood friends Ryan Ross, Spencer Smith, Brent Wilson and Urie, Panic! at the Disco recorded its first demos while its members were in high; (Emperor's New Clothes (song)): ""Emperor's New Clothes"" is a song by American rock band Panic! at the Disco released as the third single from the band's fifth studio album, ""Death of a Bachelor"", on October 21, 2015 through Fueled by Ramen and DCD2.; (Victorious (Panic! at the Disco song)): ""Victorious"" is a song by American rock band Panic! at the Disco released as the second single from the band's fifth studio album, ""Death of a Bachelor"", on September 29, 2015 by Fueled by Ramen and DCD2. The song was written by Brendon Urie, Christopher J Baran, Mike Viola, White Sea, Jake Sinclair, Alex DeLeon, and Rivers Cuomo and was produced by Urie and Sinclair. A music video for the song; (Fitz and The Tantrums): percussion). Their debut studio album, ""Pickin' Up the Pieces"", was released in August 2010 on indie label Dangerbird Records and received critical acclaim. It reached No. 1 on the ""Billboard"" Heatseekers chart. The band signed to their current label Elektra Records in early 2013 and went on to release their sophomore LP, ""More Than Just a Dream,"" on May 7, 2013. Their self-titled third album was","[(""1. What was the release date of Panic! at the Disco's fifth studio album, and how did it impact their musical career?"", 2), ('2. On which specific date did the American rock band Panic! at the Disco officially release their fifth full-length studio album to the public?', 2), ('3. Can you provide the exact date when Panic! at the Disco launched their highly anticipated fifth studio album, marking a significant milestone in their discography?', 2), (""4. What date is credited as the official release of Panic! at the Disco's fifth studio album, an event that likely generated considerable excitement among fans and critics alike?"", 2), ('5. In what month and year did Panic! at the Disco unveil their fifth studio album, potentially altering the trajectory of their artistic and commercial success in the music industry?', 2)]"
In which Austrian concentration camp was German musician Wilhelm Heckmann (1897-1995) imprisoned?,"(Breslau-Dürrgoy concentration camp): ), at the Strehlener Chaussee or Strzeliński Street (today ul. Bardzka), opposite the cemetery of the Holy Ghost. The camp, intended for the opponents of Nazism, was established at a place of the former POW camp for French prisoners of World War I, converted and utilized by the fertilizer factory. The new camp was founded on the initiative of the commander of SA in Silesia, ""SA-Obergruppenführer""; (Herzogenbusch concentration camp): camp was first used in 1943 and held 31,000 prisoners. 749 prisoners died in the camp, and the others were transferred to other camps shortly before the camp was liberated by the Allied Forces in 1944. After the war the camp was used as a prison for Germans and Dutch collaborators. Today there is a visitors' center with exhibitions and a national monument remembering the camp and its victims. The; (Herzogenbusch concentration camp): Herzogenbusch concentration camp (Dutch: ""Kamp Vught"" , ] , German: ""Konzentrationslager Herzogenbusch"" ] ) was a Nazi concentration camp located in Vught near the city of 's-Hertogenbosch, Netherlands. Herzogenbusch was, with Natzweiler-Struthof in occupied France, the only concentration camp run directly by the SS in western Europe outside of Germany. The camp was first used in 1943 and held; (Ohrdruf concentration camp): Ohrdruf concentration camp was a Nazi forced labor and concentration camp located near Ohrdruf, south of Gotha, in Thuringia, Germany. It was part of the Buchenwald concentration camp network and the first Nazi concentration camp liberated by U.S. troops.; (Redl-Zipf): of propellant into the chamber if pressure became too high. The World War II facility used forced labor of the Schlier-Redl-Zipf subcamp of the Mauthausen-Gusen concentration camp and included a liquid oxygen generation plant in a nearby tunnel. After an August 1944  explosion at the liquid oxygen plant stopped Schlier production, the third V-2 liquid oxygen plant (5000 tons/month) was built at a","[('1. What specific Austrian concentration camp held the German musician Wilhelm Heckmann, born in 1897 and deceased in 1995, during his period of imprisonment?', 0), ('2. During World War II, which concentration camp located in Austria was responsible for detaining Wilhelm Heckmann, a notable German musician who lived from 1897 to 1995?', 4), ('3. In which Austrian concentration camp did the renowned German musician Wilhelm Heckmann spend time as a prisoner between 1897 and 1995, considering his life span and historical context?', 3), ('4. Can you identify the name of the Austrian concentration camp where Wilhelm Heckmann, a German musician with a lifespan of 1897-1995, was incarcerated during the tumultuous years of World War II or its aftermath?', 2), ('5. What is the name of the specific concentration camp in Austria that imprisoned Wilhelm Heckmann, a German musician born in 1897 and who passed away in 1995, reflecting on his experiences during that era?', 1)]"
The Voyage is a wooden roller coaster located at a theme park divided into how many sections ?,"(Wooden roller coaster): Hades 360 at Mount Olympus Water and Theme Park in Wisconsin Dells, Wisconsin. The coaster features a double-track tunnel, a corkscrew, and a 90-degree banked turn. There is also The Voyage at Holiday World (an example of a wooden roller coaster with a steel structure for supports) featuring three separate 90-degree banked turns. Ravine Flyer II at Waldameer Park has a 90-degree banked turn, T; (Knoebels Amusement Resort): Knoebels Amusement Resort ( ) is a family-owned and operated amusement park, picnic grove, and campground in Elysburg, Pennsylvania. It is and has been America's largest free-admission park for 90 years of operation. Opened in 1926, the park has more than 60 rides, three wooden roller coasters, one steel roller coaster, a 1913 carousel, and a haunted house dark ride that was featured on the; (Gulliver's Kingdom): respectively. The park was originally created by Ray Phillips as a model village for his young children to enjoy, and it is close to the site of the Victorian Switchback rollercoaster ride (after which the theme park's main rollercoaster was named).; (Disneyland Park (Paris)): Disneyland Park, originally Euro Disney, is a theme park found at Disneyland Paris in Marne-la-Vallée, France. The park opened on 12 April 1992 as the first of the two parks built at the resort. Designed and built by Walt Disney Imagineering, its layout and attractions are similar to Disneyland Park in Anaheim, California and Magic Kingdom at Walt Disney World in Bay Lake, Florida. Spanning 56.656; (Castle Park (amusement park)): ""Screamin' Demon"" a spinning Wild Mouse rollercoaster, and ""Little Dipper"", a children's rollercoaster. The main ""castle"" themed building, houses the arcade as well as its only dark ride; ""Ghost Blasters"", an interactive attraction, designed by Sally Corporation, which can also be found at other amusement parks throughout North America. The park was designed, built and operated by Bud Hurlbut,","[('1. What is the total number of sections that comprise the layout of The Voyage, a wooden roller coaster situated within a specific theme park?', 1), ('2. Into how many distinct segments or areas is The Voyage, a notable wooden roller coaster at a particular theme park, operationally or structurally divided?', 1), ('3. Can you specify the exact number of sections that make up the overall design and construction of The Voyage, a prominent wooden roller coaster found in a well-known theme park setting?', 1), ('4. How many separate sections or zones does The Voyage, an acclaimed wooden roller coaster located in a popular theme park, feature as part of its overall configuration and ride experience?', 1), (""5. What is the precise division of The Voyage's track and surrounding area, in terms of the number of sections, as it stands within its host theme park as a major wooden roller coaster attraction?"", 1)]"
Nikhil Nanda is the son of the insurance advisor in what business?,"(Nikhil Nanda): Nikhil Nanda (born 18 March 1974) is an Indian businessman. Part of the Kapoor family, he is the son of insurance agent Ritu Nanda and industrialist Rajan Nanda, and the grandson of actorfilmmaker Raj Kapoor. He is the managing director of Escorts Limited, an engineering company that manufacture agricultural machinery, machine construction and material handling equipment and railway equipment.; (Nikhil Nanda): equipment and railway equipment. Escorts Limited was founded in 1948 by his paternal grandfather, Har Prasad Nanda (known as H.P. Nanda).The company’s corporate headquarters is in Faridabad, Haryana, India. He is married to Shweta Bachchan, the daughter of veteran actors Amitabh Bachchan and Jaya Bhaduriand has two children with her.; (Ritu Nanda): Ritu Nanda (born Ritu Kapoor; 30 October 1948) is a prominent insurance advisor associated chiefly with the life insurance business. She is currently the chairman and chief executive officer of Ritu Nanda Insurance Services (RNIS). Nanda was initially managing a household appliances manufacturing business Nikitasha which got closed due to poor growth. On recommendation of her friend, she decided; (Ritu Nanda): of her friend, she decided to be an insurance agent. She has more than 55,000 clients, and is the recipient of the ""Brand"" and the ""Best Insurance Advisor"" of the Decade awards from the Life Insurance Corporation of India, the largest life insurance company of India.; (Escorts Group): as the Chairman and Managing Director and Nikhil Nanda as the Managing Director.","[(""1. What type of business is Nikhil Nanda's father involved in, given that he is described as an insurance advisor?"", 4), (""2. In which industry does Nikhil Nanda's family have a connection through his father's profession as an insurance advisor?"", 2), ('3. Nikhil Nanda is known to be the son of an insurance advisor; what specific business sector is his father associated with?', 3), (""4. Given Nikhil Nanda's background, what business or field is his father engaged in, considering his role as an insurance advisor?"", 3), ('5. What business or industry does Nikhil Nanda have a familial connection to through his father, who works as an insurance advisor?', 3)]"
Who is the host of Wall of Fame known for his partnership with?,"(The Russell Brand Show (radio show)): who has been described as an unofficial co-host.; (Fast and Loose (TV series)): The only series was eight episodes long and hosted by comedian Hugh Dennis. Fast and Loose is the inspiration for the 2012 American show ""Trust Us with Your Life"" on ABC, hosted by Fred Willard and featuring a celebrity guest on each episode.; (Celebrity Fifteen to One): 2014 and 7, 14, 21 and 28 August 2015. Richard Whiteley, Anna Raeburn, Sally Jones and Rory McGrath appeared on both 1990s episodes, with Alex Brooker, Jimmy Carr, Johnny Vegas, Rhod Gilbert and Gyles Brandreth also having made appearances on more than one episode. Of these, Brandreth is the only person to have made appearances on episodes presented by both hosts.; (Chip Franklin): Chip Franklin is a nationally known talk show host, writer, producer, comedian and musician. For the last 20+ years, he's been a talk show host, and is currently on KGO in San Francisco, California. He is also former host of a talk show on KOGO in San Diego, California and WBAL AM 1090 in Baltimore, Maryland and at WMAL in Washington DC. The Washington Post's Marc Fisher says ""Franklin adds a rare; (Robert Hanley): Robert Hanley (born June 17, 1947), also known as Broadway Bob. and Bob Hanley, is an American actor, entertainer, comedian, singer, and writer. Hanley has been cast in over 100 starring and co-starring roles in television variety, comedy and drama series including ""Crazy Like a Fox"" with Jack Warden, and ""Pros & Cons"" with James Earl Jones and Richard Crenna. Hanley hosted television game shows","[('1. What notable television personality is recognized for co-hosting the Wall of Fame, and who is their prominent partner in this endeavor?', 0), (""2. Which well-known individual, famous for their work on the Wall of Fame, has a notable professional partnership that contributes to the show's success?"", 0), ('3. Who serves as the host of the Wall of Fame, and what is the name of their collaborator or co-host with whom they have formed a significant partnership?', 0), ('4. What is the identity of the television host who presents the Wall of Fame, and with whom do they share a notable and enduring professional collaboration or partnership?', 0), ('5. Which popular TV personality, known for hosting the Wall of Fame, has developed a successful on-screen partnership with another individual, and what are the names of the parties involved in this partnership?', 0)]"
Where was the maker of Cougar bourbon whiskey headquartered before its acquisition by Anheuser-Busch InBev?,"(Cougar Bourbon): Cougar bourbon whiskey, formerly called Sam Cougar's, is a brand of bourbon whiskey produced in Lawrenceburg, Indiana. It is an export-only brand owned by Foster's Group (a division of SABMiller) that is bottled and sold in Australia and New Zealand, where it is a popular bourbon whiskey. It is sold at 37% alc./vol.; (SABMiller): included Fosters, Miller, and Pilsner Urquell. It operated in 80 countries worldwide and in 2009 sold around 21 billion litres of beverages. Since 10 October 2016, SABMiller has been a business division of Anheuser-Busch InBev SA/NV, a Brazilian-Belgian corporation with headquarters in Leuven.; (Interbrew): to form Anheuser-Busch InBev (abbreviated AB InBev). Interbrew is now a division of Anheuser-Busch InBev SA/NV since the latter acquired SABMiller in October 2016.; (Heaven Hill): Kentucky. It is the seventh-largest alcohol supplier in the United States, the second-largest holder of bourbon whiskey inventory in the world, the largest independent family-owned and operated producer and marketer of distilled spirits in the United States, and the only large family-owned distillery company headquartered in Kentucky (not counting the Brown-Forman Corporation, which is publicly; (Diebels): Brauerei Diebels is a firm based in Issum on the Lower Rhine that manufactures various beer products and belongs to the Anheuser-Busch Inbev Group in Brussels. The formerly independent family firm was taken over in 2001 by the Belgian Interbrew Group which merged with the Brazilian AmBev to form the Anheuser-Busch InBev brewing group.","[('1. What was the primary location of the company that produced Cougar bourbon whiskey prior to it being acquired by Anheuser-Busch InBev?', 0), ('2. Before Anheuser-Busch InBev took over, where did the manufacturer of Cougar bourbon whiskey have its main headquarters or base of operations?', 0), ('3. Can you identify the city or state where the original producer of Cougar bourbon whiskey was headquartered before the company was acquired by Anheuser-Busch InBev?', 0), ('4. What city served as the headquarters for the distillery or company responsible for producing Cougar bourbon whiskey before it underwent acquisition by Anheuser-Busch InBev?', 0), ('5. Prior to its acquisition, where was the corporate office or main facility of the entity that manufactured and distributed Cougar bourbon whiskey located, specifically in relation to its eventual takeover by Anheuser-Busch InBev?', 0)]"
"Nicholas Scibetta's hit man brother-in-law, who confessed to being involved in the murder of 19 people, helped prosecutors convict what Gambino family boss?","(Nicholas Scibetta): Nicholas Scibetta, also known as ""Little Nicky"" (died 1978), was a Sicilian American mobster who was the nephew of Joseph and John Zicarelli, the brother-in-law of Sammy Gravano and uncle of mafioso Gerard Gravano, who was a Gambino crime family mob associate who was later marked as a stool pigeon by fellow crime family members.; (Anthony Casso): Former Lucchese captain and government witness Anthony Accetturo once said of Casso, ""all he wanted to do is kill, kill, get what you can, even if you didn't earn it."" In interviews and on the witness stand, Casso has confessed involvement in the murders of Frank DeCicco, Roy DeMeo, and Vladimir Reznikov. Casso has also admitted to several attempts to murder Gambino family boss John Gotti.; (John Gambino): Giovanni ""John"" Gambino (born on August 22, 1940 in Palermo, Sicily), is an American mobster. He became a made member of the Gambino crime family in 1975 and a capodecina or captain, and head of the crime family's Sicilian faction, appointed by family boss John Gotti in 1986, according to Mafia turncoat Sammy Gravano.; (Joseph Iannuzzi): Joseph Iannuzzi, Jr., (1930 or 1931 – September 20, 2015), also known as ""Joe Dogs"", ""Joe Diner"" and ""Joe Drywall"", was a Gambino crime family associate and FBI informant whose cooperation influenced events surrounding the late 1985 assassination of Gambino family boss Paul Castellano and played an indirect, but valuable, role in the 1985 Mafia Commission Trial. Iannuzzi is the author of several; (Louis Facciolo): Louis Facciolo also known as ""Louie"" (born 1941 in Canarsie, Brooklyn) was a Gambino crime family mob associate who served under capo Leonard DiMaria and brother of Lucchese crime family mobster Bruno Facciolo who shot to fame when it became known that he was murdered by the NYPD ""mafia cops"".","[(""1. Which Gambino family boss was convicted with the assistance of Nicholas Scibetta's hit man brother-in-law, who had admitted to participating in the murders of 19 individuals?"", 0), ('2. What notable Gambino crime family leader faced conviction as a result of testimony provided by the brother-in-law of Nicholas Scibetta, a man who confessed to involvement in multiple homicides?', 0), ('3. Following his confession to being involved in 19 murders, how did the brother-in-law of Nicholas Scibetta contribute to the prosecution and subsequent conviction of a high-ranking member of the Gambino family?', 0), (""4. In what way did the testimony of Nicholas Scibetta's brother-in-law, who admitted to playing a role in the deaths of 19 people, aid prosecutors in securing a conviction against a prominent figure within the Gambino crime family?"", 0), ('5. The brother-in-law of Nicholas Scibetta, having confessed to involvement in the murders of 19 individuals, provided crucial testimony that led to the conviction of which influential boss of the Gambino organized crime family?', 0)]"
